Дата,Кривая,Тип,Дисконт фактор,Тенор,Ставка
01.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75159934
01.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.71790754
01.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.684946
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00018171
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.0003479
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00027455
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00000291
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99941871
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99039479
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.97876073
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.96872986
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.93985916
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91449866
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88334335
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85223883
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.81916439
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.78603898
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75288589
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.71921372
03.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.6862867
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00010327
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00025551
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99988812
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99985464
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99943502
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99024054
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.97953727
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97000681
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94197193
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91704764
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88656997
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85600813
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.8233851
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79083113
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75781263
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72460107
05.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69186163
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00009379
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00024853
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00004166
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00006036
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99905289
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99070305
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.97964846
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97054148
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94264504
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91738426
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88698774
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85640398
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82384709
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79124286
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75814093
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72483977
06.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69205824
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00027449
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00049305
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00039151
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99985239
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99971046
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99095095
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.9803608
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97049861
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94245182
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91750302
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88723266
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.8566623
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82405801
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.7913728
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75829584
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72497177
07.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69210688
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00009544
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.0002502
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00030791
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00030975
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00026093
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99175775
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98320655
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97084849
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94364979
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91909447
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88888553
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85767475
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.8262832
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79348516
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76009858
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72673798
10.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69379681
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00010712
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00025344
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00025197
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00004353
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99947097
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99014398
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98138112
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.96999202
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94175112
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.9167434
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88638125
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85555952
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82302527
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79015111
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75680107
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72352016
11.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69027428
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00009548
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,0.99997647
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.9996199
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99989247
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99924945
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.98966678
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98105728
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.96950885
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.9407312
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91517629
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88445303
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85393812
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82037539
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.78719733
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75380785
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72023917
12.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.68740042
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00010793
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00026406
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00016154
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00001714
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99921057
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.98990617
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98138526
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.9696747
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94088307
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91541931
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88480831
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85430909
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.8208307
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.78744289
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75394662
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72028008
13.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.6873582
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00009535
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00022127
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00032526
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99924227
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99945594
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.98984635
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98164076
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97042953
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94251049
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91761201
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88787557
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85770285
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.8245141
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79134717
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75807071
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.7241359
14.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69125322
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00009001
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.0002151
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00019809
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99951946
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99946803
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.9912166
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.9814613
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97104163
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94382652
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91979684
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88980583
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85923723
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82661326
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79277356
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75951277
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72625625
17.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69294573
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00008809
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00021447
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00017421
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.9997121
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99936999
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99105294
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.9814217
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97062741
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94335829
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91925544
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88925511
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85908356
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82602173
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79265699
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75905931
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72578199
18.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69255746
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,0.99978154
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00012632
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99963469
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99997309
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.9993344
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99086287
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98117833
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97019176
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94240325
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91779708
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88709842
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85631749
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82303546
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.78919643
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75534073
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72153277
19.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.68814091
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00010008
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00023855
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00012917
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00005668
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99866755
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99098328
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.9811468
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97088877
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94350225
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91926158
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88902548
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85870343
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82561581
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79193262
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75820556
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72468252
20.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.6917183
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00014006
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.0003076
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00053986
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99997777
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00019943
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99293396
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.9824566
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97000773
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94187423
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91714905
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88640065
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85540829
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82190456
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.78806053
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75403894
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72011807
21.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.686603
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00014829
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00033459
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00017567
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00037138
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99997298
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99312686
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98172176
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97096175
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94405196
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92055155
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89065793
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86050425
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82734649
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79369458
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75977722
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72575445
24.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69202654
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00014532
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00032864
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00045129
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00048003
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00000669
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99164543
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98174531
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97161844
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94477353
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92140268
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89176605
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86200008
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82908383
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79564628
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76214699
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72875437
25.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.6952997
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00025509
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00048564
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00039994
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00072082
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00061794
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99366277
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98446405
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97223069
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.945695
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92268572
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89327597
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86370971
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83088145
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79743609
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76382014
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.73029446
26.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69673419
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00016602
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00036596
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.0004512
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00061837
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00065563
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99189711
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98208238
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97148867
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94480414
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92154997
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89221678
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.8628411
